factor,base_factor,is_contrarian,5,10,20,score_avg,w_raw_avg
f06_c,f06,1,0.3122464018438107,0.38051277105758585,0.3811042393546766,0.35795447075202436,0.2858316908305414
f10_c,f10,1,0.17752210872124313,0.17218628525487534,0.23550530880730988,0.19507123426114278,0.15576713039544499
f05_c,f05,1,0.14171949013035595,0.18393348160937753,0.23208511248215616,0.18591269474062988,0.14845390748419926
f04,f04,0,0.14756942545232854,0.15942509556113177,0.11473938611421947,0.14057796904255992,0.11225348994954874
f07,f07,0,0.14821432025148043,0.15749743780782477,0.07340280749303159,0.1263715218507789,0.10090944160454396
f01,f01,0,0.08787089683395513,0.11783190619091095,0.16692934258929848,0.12421071520472153,0.09918400703767605
f08_c,f08,1,0.02479700010379281,0.05465575252074143,0.06934306505148063,0.04959860589200496,0.03960518597565038
f02,f02,0,0.04635668363900384,0.04801914295505407,0.04523601941124969,0.0465372820017692,0.0371606756950896
f03_c,f03,1,0.0013111514069736726,0.02467532323736892,0.05228817742423114,0.026091550689524578,0.020834471027305675
